week,seller_id,product_id,qty,logistic_costs
2023-04-10,4,9_13,33,2499
2023-04-10,0,9_14,62,3304
2023-04-10,1,9_14,47,3136
2023-04-10,2,9_14,40,2520
2023-04-10,3,9_14,39,2688
2023-04-10,4,9_14,36,2968
2023-04-10,0,9_15,61,2200
2023-04-10,1,9_15,46,2970
2023-04-10,2,9_15,41,2365
2023-04-10,3,9_15,36,1870
2023-04-10,4,9_15,33,2585
2023-04-10,0,9_16,64,2494
2023-04-10,1,9_16,49,3074
2023-04-10,2,9_16,43,2262
2023-04-10,3,9_16,38,2088
2023-04-10,4,9_16,38,2552
2023-04-10,0,9_17,61,2915
2023-04-10,1,9_17,47,1925
2023-04-10,2,9_17,40,1815
2023-04-10,3,9_17,36,3245
2023-04-10,4,9_17,34,2530
2023-04-10,0,9_18,57,3068
2023-04-10,1,9_18,43,2028
2023-04-10,2,9_18,38,2288
2023-04-10,3,9_18,35,2600
2023-04-10,4,9_18,34,2652
2023-04-10,0,9_19,55,2100
2023-04-10,1,9_19,41,2900
2023-04-10,2,9_19,37,2450
2023-04-10,3,9_19,33,1850
2023-04-10,4,9_19,30,2050
2023-04-10,0,9_20,65,2773
2023-04-10,1,9_20,49,2950
2023-04-10,2,9_20,43,3363
2023-04-10,3,9_20,41,3068
2023-04-10,4,9_20,37,1888
2023-04-10,1,10_1,51,2773
2023-04-10,2,10_1,41,3068
2023-04-10,3,10_1,40,3363
2023-04-10,4,10_1,35,2891
2023-04-10,1,10_2,49,3248
2023-04-10,2,10_2,41,3422
2023-04-10,3,10_2,40,3480
2023-04-10,4,10_2,37,2320
2023-04-10,1,10_3,48,2016
2023-04-10,2,10_3,40,2632
2023-04-10,3,10_3,39,2968
2023-04-10,4,10_3,36,2352
2023-04-10,1,10_4,45,1998
2023-04-10,2,10_4,40,2808
2023-04-10,3,10_4,37,3186
2023-04-10,4,10_4,33,1998
2023-04-10,1,10_5,48,3422
2023-04-10,2,10_5,41,2065
2023-04-10,3,10_5,40,1888
2023-04-10,4,10_5,36,2832
2023-04-10,1,10_6,45,2805
2023-04-10,2,10_6,40,1925
2023-04-10,3,10_6,36,2475
2023-04-10,4,10_6,34,3080
2023-04-10,1,10_7,50,2580
2023-04-10,2,10_7,44,2760
2023-04-10,3,10_7,41,2700
2023-04-10,4,10_7,37,1980
2023-04-10,1,10_8,49,3074
2023-04-10,2,10_8,42,1856
2023-04-10,3,10_8,38,1914
2023-04-10,4,10_8,35,2146
2023-04-10,1,10_9,50,1800
2023-04-10,2,10_9,44,2100
2023-04-10,3,10_9,41,2040
2023-04-10,4,10_9,38,3060
2023-04-10,1,10_10,45,1890
2023-04-10,2,10_10,40,2052
2023-04-10,3,10_10,38,2970
2023-04-10,4,10_10,34,3024
2023-04-10,1,10_11,53,2640
2023-04-10,2,10_11,42,1980
2023-04-10,3,10_11,42,2040
2023-04-10,4,10_11,38,1860
2023-04-10,1,10_12,46,2585
2023-04-10,2,10_12,39,1925
2023-04-10,3,10_12,37,2090
2023-04-10,4,10_12,35,3300
2023-04-10,1,10_13,48,1824
2023-04-10,2,10_13,41,2223
2023-04-10,3,10_13,38,2337
2023-04-10,4,10_13,35,3021
2023-04-10,1,10_14,48,2352
2023-04-10,2,10_14,41,1848
2023-04-10,3,10_14,39,3080
2023-04-10,4,10_14,35,2128
2023-04-10,1,10_15,44,2805
2023-04-10,2,10_15,41,3300
2023-04-10,3,10_15,36,2035
2023-04-10,4,10_15,35,3025
2023-04-10,1,10_16,45,2576
2023-04-10,2,10_16,42,2296
2023-04-10,3,10_16,37,1736
2023-04-10,4,10_16,36,2408
2023-04-10,1,10_17,50,2052
2023-04-10,2,10_17,40,3192
2023-04-10,3,10_17,38,2964
2023-04-10,4,10_17,36,3135
2023-04-10,1,10_18,47,2262
2023-04-10,2,10_18,43,2146
2023-04-10,3,10_18,40,2146
2023-04-10,4,10_18,37,2726
2023-04-10,1,10_19,45,1925
2023-04-10,2,10_19,39,2805
2023-04-10,3,10_19,37,1980
2023-04-10,4,10_19,34,3025
2023-04-10,1,10_20,47,1890
2023-04-10,2,10_20,39,2484
2023-04-10,3,10_20,35,2268
2023-04-10,4,10_20,35,2430
2023-04-17,0,1_1,58,1855
2023-04-17,1,1_1,47,2915
2023-04-17,2,1_1,37,1908
2023-04-17,3,1_1,37,2703
2023-04-17,4,1_1,33,2385
2023-04-17,0,1_2,64,1914
2023-04-17,1,1_2,49,2668
2023-04-17,2,1_2,41,2204
2023-04-17,3,1_2,38,2726
2023-04-17,4,1_2,37,2436
2023-04-17,0,1_3,55,2400
2023-04-17,1,1_3,43,1750
2023-04-17,2,1_3,37,1600
2023-04-17,3,1_3,33,1800
2023-04-17,4,1_3,32,2100
2023-04-17,0,1_4,64,2030
2023-04-17,1,1_4,50,3074
2023-04-17,2,1_4,42,2610
2023-04-17,3,1_4,39,3016
2023-04-17,4,1_4,36,3074
2023-04-17,0,1_5,64,2958
2023-04-17,1,1_5,48,1798
2023-04-17,2,1_5,43,1798
2023-04-17,3,1_5,40,1972
2023-04-17,4,1_5,36,2900
2023-04-17,0,1_6,63,2622
2023-04-17,1,1_6,46,3420
2023-04-17,2,1_6,41,2736
2023-04-17,3,1_6,39,2736
2023-04-17,4,1_6,36,2394
2023-04-17,0,1_7,63,3249
2023-04-17,1,1_7,47,3363
2023-04-17,2,1_7,41,2451
2023-04-17,3,1_7,38,2508
2023-04-17,4,1_7,37,2109
2023-04-17,0,1_8,64,2610
2023-04-17,1,1_8,51,3248
2023-04-17,2,1_8,42,2784
2023-04-17,3,1_8,39,3074
2023-04-17,4,1_8,37,2030
2023-04-17,0,1_9,55,1850
2023-04-17,1,1_9,43,1850
2023-04-17,2,1_9,36,2450
2023-04-17,3,1_9,34,2600
2023-04-17,4,1_9,32,1550
2023-04-17,0,1_10,62,2352
2023-04-17,1,1_10,46,3192
2023-04-17,2,1_10,41,3192
2023-04-17,3,1_10,39,2296
2023-04-17,4,1_10,34,1904
2023-04-17,0,1_11,64,2726
2023-04-17,1,1_11,48,2494
2023-04-17,2,1_11,42,1972
2023-04-17,3,1_11,40,3248
2023-04-17,4,1_11,38,2030
2023-04-17,0,1_12,59,2592
2023-04-17,1,1_12,48,1890
2023-04-17,2,1_12,40,1944
2023-04-17,3,1_12,36,2214
2023-04-17,4,1_12,34,2106
2023-04-17,0,1_13,63,2052
2023-04-17,1,1_13,49,2622
2023-04-17,2,1_13,43,2451
2023-04-17,3,1_13,38,2337
2023-04-17,4,1_13,34,1710
2023-04-17,0,1_14,59,1782
2023-04-17,1,1_14,44,2646
2023-04-17,2,1_14,38,2106
2023-04-17,3,1_14,37,3024
2023-04-17,4,1_14,35,1782
2023-04-17,0,1_15,62,2912
2023-04-17,1,1_15,49,3192
2023-04-17,2,1_15,41,1848
2023-04-17,3,1_15,37,2744
2023-04-17,4,1_15,35,2856
2023-04-17,0,1_16,66,2940
2023-04-17,1,1_16,51,2700
2023-04-17,2,1_16,43,1980
2023-04-17,3,1_16,42,2760
2023-04-17,4,1_16,36,3000
2023-04-17,0,1_17,65,2891
2023-04-17,1,1_17,50,1947
2023-04-17,2,1_17,42,2596
2023-04-17,3,1_17,40,3304
2023-04-17,4,1_17,36,2124
2023-04-17,0,1_18,65,1947
2023-04-17,1,1_18,53,2360
2023-04-17,2,1_18,42,3009
2023-04-17,3,1_18,41,2478
2023-04-17,4,1_18,37,3481
2023-04-17,0,1_19,63,2280
2023-04-17,1,1_19,50,3249
2023-04-17,2,1_19,41,2337
2023-04-17,3,1_19,39,2622
2023-04-17,4,1_19,35,2736
2023-04-17,0,1_20,63,2280
2023-04-17,1,1_20,50,2337
2023-04-17,2,1_20,42,2451
2023-04-17,3,1_20,38,2622
2023-04-17,4,1_20,35,3192
2023-04-17,1,2_1,27,1419
2023-04-17,2,2_1,25,1749
2023-04-17,3,2_1,22,1254
2023-04-17,4,2_1,20,1419
2023-04-17,1,2_2,32,1596
2023-04-17,2,2_2,28,1862
2023-04-17,3,2_2,26,2014
2023-04-17,4,2_2,24,1900
2023-04-17,1,2_3,31,2160
2023-04-17,2,2_3,27,1152
2023-04-17,3,2_3,25,2088
2023-04-17,4,2_3,22,2124
2023-04-17,1,2_4,28,1320
2023-04-17,2,2_4,23,1254
2023-04-17,3,2_4,22,1749
2023-04-17,4,2_4,21,1419
2023-04-17,1,2_5,35,2106
2023-04-17,2,2_5,27,1872
2023-04-17,3,2_5,27,1560
2023-04-17,4,2_5,24,1911
2023-04-17,1,2_6,32,1330
2023-04-17,2,2_6,28,1900
2023-04-17,3,2_6,25,1444
2023-04-17,4,2_6,23,1938
2023-04-17,1,2_7,31,1517
2023-04-17,2,2_7,27,2109
2023-04-17,3,2_7,24,2035
2023-04-17,4,2_7,24,2146
2023-04-17,1,2_8,31,2160
2023-04-17,2,2_8,26,1404
2023-04-17,3,2_8,25,1368
2023-04-17,4,2_8,23,1620
2023-04-17,1,2_9,33,1360
2023-04-17,2,2_9,29,2040
2023-04-17,3,2_9,28,1920
2023-04-17,4,2_9,26,1520
2023-04-17,1,2_10,36,1960
2023-04-17,2,2_10,29,1760
2023-04-17,3,2_10,28,2400
2023-04-17,4,2_10,26,2200
2023-04-17,1,2_11,33,1248
2023-04-17,2,2_11,29,2028
2023-04-17,3,2_11,27,2184
2023-04-17,4,2_11,24,1170
2023-04-17,1,2_12,25,1200
2023-04-17,2,2_12,22,1290
2023-04-17,3,2_12,21,1320
2023-04-17,4,2_12,19,1590
2023-04-17,1,2_13,30,1260
2023-04-17,2,2_13,26,2088
2023-04-17,3,2_13,25,1980
2023-04-17,4,2_13,23,1872
2023-04-17,1,2_14,35,2200
2023-04-17,2,2_14,28,1480
2023-04-17,3,2_14,26,1760
2023-04-17,4,2_14,24,1280
2023-04-17,1,2_15,28,1881
2023-04-17,2,2_15,23,1485
2023-04-17,3,2_15,22,1947
2023-04-17,4,2_15,20,1155
2023-04-17,1,2_16,25,1770
2023-04-17,2,2_16,21,1500
2023-04-17,3,2_16,20,1140
2023-04-17,4,2_16,18,1260
2023-04-17,1,2_17,32,1368
2023-04-17,2,2_17,27,2014
2023-04-17,3,2_17,25,1672
2023-04-17,4,2_17,24,1596
2023-04-17,1,2_18,31,1785
2023-04-17,2,2_18,26,1330
2023-04-17,3,2_18,23,1890
2023-04-17,4,2_18,21,1960
2023-04-17,1,2_19,28,1728
2023-04-17,2,2_19,22,1664
2023-04-17,3,2_19,21,1696
2023-04-17,4,2_19,20,1216
2023-04-17,1,2_20,33,1634
2023-04-17,2,2_20,28,1824
2023-04-17,3,2_20,26,1596
2023-04-17,4,2_20,23,1710
2023-04-17,0,3_1,66,2280
2023-04-17,1,3_1,52,2460
2023-04-17,2,3_1,44,3180
2023-04-17,3,3_1,42,3480
2023-04-17,4,3_1,38,2940
2023-04-17,0,3_2,63,2451
2023-04-17,1,3_2,46,2622
2023-04-17,2,3_2,42,2508
2023-04-17,3,3_2,40,3021
2023-04-17,4,3_2,36,3306
2023-04-17,0,3_3,66,2040
2023-04-17,1,3_3,51,2820
2023-04-17,2,3_3,42,2640
2023-04-17,3,3_3,40,2460
2023-04-17,4,3_3,38,3180
2023-04-17,0,3_4,62,1960
2023-04-17,1,3_4,49,2632
2023-04-17,2,3_4,40,1848
2023-04-17,3,3_4,36,3024
2023-04-17,4,3_4,35,2296
2023-04-17,0,3_5,63,3135
2023-04-17,1,3_5,46,2565
2023-04-17,2,3_5,41,3249
2023-04-17,3,3_5,37,2451
2023-04-17,4,3_5,36,3306
2023-04-17,0,3_6,61,2970
2023-04-17,1,3_6,47,2310
2023-04-17,2,3_6,41,3135
2023-04-17,3,3_6,38,2585
2023-04-17,4,3_6,35,2915
2023-04-17,0,3_7,62,2184
2023-04-17,1,3_7,47,2800
2023-04-17,2,3_7,41,2576
2023-04-17,3,3_7,38,3304
2023-04-17,4,3_7,36,2856
2023-04-17,0,3_8,62,2800
2023-04-17,1,3_8,49,3024
2023-04-17,2,3_8,39,3304
2023-04-17,3,3_8,38,3360
2023-04-17,4,3_8,36,3192
2023-04-17,0,3_9,56,2907
2023-04-17,1,3_9,44,1581
2023-04-17,2,3_9,36,2805
2023-04-17,3,3_9,35,2142
2023-04-17,4,3_9,32,1683
2023-04-17,0,3_10,62,2352
2023-04-17,1,3_10,47,3080
2023-04-17,2,3_10,39,3080
2023-04-17,3,3_10,37,3080
2023-04-17,4,3_10,35,2968
2023-04-17,0,3_11,65,3540
2023-04-17,1,3_11,49,2242
2023-04-17,2,3_11,44,3304
2023-04-17,3,3_11,41,2537
2023-04-17,4,3_11,38,3186
2023-04-17,0,3_12,55,1550
2023-04-17,1,3_12,44,3000
2023-04-17,2,3_12,37,1800
2023-04-17,3,3_12,34,2700
2023-04-17,4,3_12,32,2350
2023-04-17,0,3_13,57,1560
2023-04-17,1,3_13,43,2080
2023-04-17,2,3_13,37,3068
2023-04-17,3,3_13,36,2704
2023-04-17,4,3_13,32,2184
2023-04-17,0,3_14,65,2006
2023-04-17,1,3_14,50,2301
2023-04-17,2,3_14,42,1829
2023-04-17,3,3_14,40,1888
2023-04-17,4,3_14,37,2124
2023-04-17,0,3_15,55,2300
2023-04-17,1,3_15,44,1600
2023-04-17,2,3_15,35,1850
2023-04-17,3,3_15,33,2000
2023-04-17,4,3_15,31,2050
2023-04-17,0,3_16,59,3240
2023-04-17,1,3_16,45,2106
2023-04-17,2,3_16,38,3240
2023-04-17,3,3_16,36,1620
2023-04-17,4,3_16,35,1728
2023-04-17,0,3_17,56,1989
2023-04-17,1,3_17,41,2652
2023-04-17,2,3_17,37,1683
2023-04-17,3,3_17,36,1836
2023-04-17,4,3_17,31,2397
2023-04-17,0,3_18,64,2900
2023-04-17,1,3_18,52,1972
2023-04-17,2,3_18,43,2552
2023-04-17,3,3_18,38,1740
2023-04-17,4,3_18,36,2552
2023-04-17,0,3_19,55,2450
2023-04-17,1,3_19,41,2400
2023-04-17,2,3_19,35,2250
2023-04-17,3,3_19,34,2700
2023-04-17,4,3_19,31,2450
2023-04-17,0,3_20,58,2120
2023-04-17,1,3_20,47,2226
2023-04-17,2,3_20,38,2385
2023-04-17,3,3_20,36,3180
2023-04-17,4,3_20,32,1961
2023-04-17,1,4_1,31,2088
2023-04-17,2,4_1,25,1296
2023-04-17,3,4_1,24,1368
2023-04-17,4,4_1,23,2160
2023-04-17,1,4_2,28,1550
2023-04-17,2,4_2,23,1798
2023-04-17,3,4_2,21,1023
2023-04-17,4,4_2,20,1426
2023-04-17,1,4_3,33,2160
2023-04-17,2,4_3,29,1680
2023-04-17,3,4_3,26,2280
2023-04-17,4,4_3,24,1200
2023-04-17,1,4_4,33,1482
2023-04-17,2,4_4,29,1833
2023-04-17,3,4_4,27,1287
2023-04-17,4,4_4,24,2262
2023-04-17,1,4_5,28,1734
2023-04-17,2,4_5,25,1666
2023-04-17,3,4_5,23,1190
2023-04-17,4,4_5,21,1564
2023-04-17,1,4_6,31,1710
2023-04-17,2,4_6,28,1900
2023-04-17,3,4_6,26,2280
2023-04-17,4,4_6,25,2128
2023-04-17,1,4_7,30,1692
2023-04-17,2,4_7,27,1404
2023-04-17,3,4_7,25,2052
2023-04-17,4,4_7,23,1908
2023-04-17,1,4_8,30,1470
2023-04-17,2,4_8,25,1470
2023-04-17,3,4_8,23,1610
2023-04-17,4,4_8,22,1365
2023-04-17,1,4_9,31,1961
2023-04-17,2,4_9,27,2109
2023-04-17,3,4_9,26,2035
2023-04-17,4,4_9,22,1406
2023-04-17,1,4_10,33,2280
2023-04-17,2,4_10,28,1558
2023-04-17,3,4_10,25,1938
2023-04-17,4,4_10,24,2090
2023-04-17,1,4_11,24,1770
2023-04-17,2,4_11,21,1260
2023-04-17,3,4_11,20,1230
2023-04-17,4,4_11,18,1350
2023-04-17,1,4_12,24,1470
2023-04-17,2,4_12,22,1200
2023-04-17,3,4_12,20,1530
2023-04-17,4,4_12,19,1650
2023-04-17,1,4_13,30,1365
2023-04-17,2,4_13,26,1820
2023-04-17,3,4_13,24,1925
2023-04-17,4,4_13,22,1505
2023-04-17,1,4_14,27,1530
2023-04-17,2,4_14,22,1260
2023-04-17,3,4_14,21,1500
2023-04-17,4,4_14,19,1020
2023-04-17,1,4_15,31,2223
2023-04-17,2,4_15,27,2067
2023-04-17,3,4_15,26,1755
2023-04-17,4,4_15,23,1326
2023-04-17,1,4_16,27,1815
2023-04-17,2,4_16,24,1749
2023-04-17,3,4_16,22,1551
2023-04-17,4,4_16,20,1320
2023-04-17,1,4_17,31,1368
2023-04-17,2,4_17,26,2088
2023-04-17,3,4_17,24,2124
2023-04-17,4,4_17,23,1872
2023-04-17,1,4_18,33,1521
2023-04-17,2,4_18,28,2184
2023-04-17,3,4_18,26,1677
2023-04-17,4,4_18,25,1560
2023-04-17,1,4_19,28,1530
2023-04-17,2,4_19,25,1360
2023-04-17,3,4_19,22,2006
2023-04-17,4,4_19,22,1972
2023-04-17,1,4_20,34,2200
2023-04-17,2,4_20,29,2320
2023-04-17,3,4_20,27,1520
2023-04-17,4,4_20,25,1960
2023-04-17,0,5_1,65,2419
2023-04-17,1,5_1,52,2478
2023-04-17,2,5_1,44,3540
2023-04-17,3,5_1,41,3304
2023-04-17,4,5_1,38,2124
2023-04-17,0,5_2,56,3060
2023-04-17,1,5_2,45,1938
2023-04-17,2,5_2,38,2397
2023-04-17,3,5_2,35,2805
2023-04-17,4,5_2,32,1581
2023-04-17,0,5_3,55,2100
2023-04-17,1,5_3,41,1750
2023-04-17,2,5_3,36,1750
2023-04-17,3,5_3,33,1650
2023-04-17,4,5_3,31,2350
2023-04-17,0,5_4,61,3190
2023-04-17,1,5_4,46,1760
2023-04-17,2,5_4,39,3135
2023-04-17,3,5_4,37,3190
2023-04-17,4,5_4,35,3080
2023-04-17,0,5_5,56,1734
2023-04-17,1,5_5,42,1632
2023-04-17,2,5_5,37,2856
2023-04-17,3,5_5,35,1887
2023-04-17,4,5_5,32,2193
2023-04-17,0,5_6,57,2964
2023-04-17,1,5_6,46,3120
2023-04-17,2,5_6,37,3016
2023-04-17,3,5_6,36,3068
2023-04-17,4,5_6,32,1768
2023-04-17,0,5_7,65,2065
2023-04-17,1,5_7,50,2596
2023-04-17,2,5_7,42,2596
2023-04-17,3,5_7,40,1770
2023-04-17,4,5_7,38,2065
2023-04-17,0,5_8,58,2173
2023-04-17,1,5_8,45,1696
2023-04-17,2,5_8,38,2968
2023-04-17,3,5_8,35,1696
2023-04-17,4,5_8,33,2491
2023-04-17,0,5_9,58,2014
2023-04-17,1,5_9,46,1696
2023-04-17,2,5_9,39,2332
2023-04-17,3,5_9,37,2491
2023-04-17,4,5_9,33,2703
2023-04-17,0,5_10,65,3422
2023-04-17,1,5_10,52,3127
2023-04-17,2,5_10,44,2419
2023-04-17,3,5_10,40,2891
2023-04-17,4,5_10,37,2655
2023-04-17,0,5_11,63,2109
2023-04-17,1,5_11,50,2679
2023-04-17,2,5_11,41,2223
2023-04-17,3,5_11,40,1710
2023-04-17,4,5_11,35,3135
2023-04-17,0,5_12,65,2832
2023-04-17,1,5_12,50,1947
2023-04-17,2,5_12,43,2419
2023-04-17,3,5_12,39,2419
2023-04-17,4,5_12,37,3422
2023-04-17,0,5_13,63,2850
2023-04-17,1,5_13,51,3306
2023-04-17,2,5_13,41,2223
2023-04-17,3,5_13,39,2394
2023-04-17,4,5_13,35,2280
2023-04-17,0,5_14,64,2494
2023-04-17,1,5_14,48,3364
2023-04-17,2,5_14,41,3016
2023-04-17,3,5_14,38,2900
2023-04-17,4,5_14,36,2726
2023-04-17,0,5_15,58,3127
2023-04-17,1,5_15,45,2915
2023-04-17,2,5_15,39,2173
2023-04-17,3,5_15,35,2067
2023-04-17,4,5_15,32,2120
2023-04-17,0,5_16,55,2650
2023-04-17,1,5_16,43,2200
2023-04-17,2,5_16,35,1700
2023-04-17,3,5_16,34,2650
2023-04-17,4,5_16,31,1650
2023-04-17,0,5_17,59,3240
2023-04-17,1,5_17,48,3078
2023-04-17,2,5_17,40,2376
2023-04-17,3,5_17,37,1890
2023-04-17,4,5_17,34,2268
2023-04-17,0,5_18,55,2950
2023-04-17,1,5_18,40,2700
2023-04-17,2,5_18,36,2150
2023-04-17,3,5_18,34,2450
2023-04-17,4,5_18,31,2600
2023-04-17,0,5_19,57,2080
2023-04-17,1,5_19,43,1560
2023-04-17,2,5_19,38,1612
2023-04-17,3,5_19,36,2912
2023-04-17,4,5_19,33,1664
2023-04-17,0,5_20,63,2337
2023-04-17,1,5_20,48,2109
2023-04-17,2,5_20,40,2394
2023-04-17,3,5_20,39,2166
2023-04-17,4,5_20,37,2280
2023-04-17,1,6_1,49,1856
2023-04-17,2,6_1,42,3306
2023-04-17,3,6_1,39,1914
2023-04-17,4,6_1,37,3480
2023-04-17,1,6_2,44,2805
2023-04-17,2,6_2,38,2244
2023-04-17,3,6_2,35,2295
2023-04-17,4,6_2,32,1836
2023-04-17,1,6_3,44,3186
2023-04-17,2,6_3,40,2484
2023-04-17,3,6_3,36,1782
2023-04-17,4,6_3,34,2862
2023-04-17,1,6_4,46,2915
2023-04-17,2,6_4,41,2970
2023-04-17,3,6_4,36,2915
2023-04-17,4,6_4,33,2970
2023-04-17,1,6_5,47,3190
2023-04-17,2,6_5,42,3074
2023-04-17,3,6_5,39,3074
2023-04-17,4,6_5,35,2146
2023-04-17,1,6_6,43,2862
2023-04-17,2,6_6,40,1998
2023-04-17,3,6_6,37,3186
2023-04-17,4,6_6,35,2484
2023-04-17,1,6_7,44,2550
2023-04-17,2,6_7,38,2346
2023-04-17,3,6_7,35,1734
2023-04-17,4,6_7,32,2754
2023-04-17,1,6_8,53,2880
2023-04-17,2,6_8,45,2820
2023-04-17,3,6_8,39,2820
2023-04-17,4,6_8,38,3240
2023-04-17,1,6_9,48,2679
2023-04-17,2,6_9,42,2736
2023-04-17,3,6_9,38,2508
2023-04-17,4,6_9,36,2850
2023-04-17,1,6_10,49,1800
2023-04-17,2,6_10,45,2760
2023-04-17,3,6_10,39,2340
2023-04-17,4,6_10,38,2640
2023-04-17,1,6_11,42,2340
2023-04-17,2,6_11,36,2860
2023-04-17,3,6_11,35,1560
2023-04-17,4,6_11,31,2860
2023-04-17,1,6_12,50,2800
2023-04-17,2,6_12,40,3192
2023-04-17,3,6_12,39,3360
2023-04-17,4,6_12,36,2408
2023-04-17,1,6_13,46,2597
2023-04-17,2,6_13,38,2809
2023-04-17,3,6_13,36,3180
2023-04-17,4,6_13,33,2438
2023-04-17,1,6_14,41,2400
2023-04-17,2,6_14,36,2650
2023-04-17,3,6_14,33,2950
2023-04-17,4,6_14,32,1900
2023-04-17,1,6_15,50,2912
2023-04-17,2,6_15,41,2128
2023-04-17,3,6_15,38,2352
2023-04-17,4,6_15,35,3304
2023-04-17,1,6_16,45,3180
2023-04-17,2,6_16,39,1749
2023-04-17,3,6_16,37,1696
2023-04-17,4,6_16,34,2968
2023-04-17,1,6_17,47,2856
2023-04-17,2,6_17,42,1904
2023-04-17,3,6_17,39,2184
2023-04-17,4,6_17,34,2800
2023-04-17,1,6_18,46,2173
2023-04-17,2,6_18,37,3021
2023-04-17,3,6_18,37,1696
2023-04-17,4,6_18,34,1908
2023-04-17,1,6_19,45,2703
2023-04-17,2,6_19,36,1734
2023-04-17,3,6_19,34,3009
2023-04-17,4,6_19,31,2244
2023-04-17,1,6_20,45,1836
2023-04-17,2,6_20,40,2916
2023-04-17,3,6_20,37,3132
2023-04-17,4,6_20,33,2862
2023-04-17,1,7_1,31,1330
2023-04-17,2,7_1,28,2052
2023-04-17,3,7_1,25,1520
2023-04-17,4,7_1,24,1292
2023-04-17,1,7_2,27,1216
2023-04-17,2,7_2,23,1088
2023-04-17,3,7_2,22,1344
2023-04-17,4,7_2,20,1504
2023-04-17,1,7_3,29,1540
2023-04-17,2,7_3,25,1260
2023-04-17,3,7_3,24,1750
2023-04-17,4,7_3,22,1330
2023-04-17,1,7_4,35,2223
2023-04-17,2,7_4,28,1326
2023-04-17,3,7_4,26,1716
2023-04-17,4,7_4,24,1170
2023-04-17,1,7_5,30,2040
2023-04-17,2,7_5,24,1802
2023-04-17,3,7_5,23,1972
2023-04-17,4,7_5,21,1326
2023-04-17,1,7_6,25,1147
2023-04-17,2,7_6,23,1364
2023-04-17,3,7_6,20,1798
2023-04-17,4,7_6,19,1426
2023-04-17,1,7_7,35,1794
2023-04-17,2,7_7,29,2145
2023-04-17,3,7_7,25,1209
2023-04-17,4,7_7,24,1794
2023-04-17,1,7_8,30,1462
2023-04-17,2,7_8,25,1020
2023-04-17,3,7_8,23,1428
2023-04-17,4,7_8,20,1462
2023-04-17,1,7_9,26,1860
2023-04-17,2,7_9,23,1767
2023-04-17,3,7_9,21,1178
2023-04-17,4,7_9,20,1364
2023-04-17,1,7_10,26,1280
2023-04-17,2,7_10,23,1568
2023-04-17,3,7_10,21,1248
2023-04-17,4,7_10,21,1216
2023-04-17,1,7_11,30,1190
2023-04-17,2,7_11,25,1700
2023-04-17,3,7_11,22,1564
2023-04-17,4,7_11,20,1258
2023-04-17,1,7_12,29,1584
2023-04-17,2,7_12,23,1617
2023-04-17,3,7_12,21,1320
2023-04-17,4,7_12,20,1650
2023-04-17,1,7_13,27,1085
2023-04-17,2,7_13,22,1116
2023-04-17,3,7_13,21,1271
2023-04-17,4,7_13,20,1023
2023-04-17,1,7_14,31,1596
2023-04-17,2,7_14,27,1672
2023-04-17,3,7_14,26,1672
2023-04-17,4,7_14,23,2014
2023-04-17,1,7_15,27,1590
2023-04-17,2,7_15,22,1200
2023-04-17,3,7_15,21,960
2023-04-17,4,7_15,19,1530
2023-04-17,1,7_16,32,1800
2023-04-17,2,7_16,29,1400
2023-04-17,3,7_16,28,1680
2023-04-17,4,7_16,26,1200
2023-04-17,1,7_17,26,1184
2023-04-17,2,7_17,23,1888
2023-04-17,3,7_17,21,1824
2023-04-17,4,7_17,20,1056
2023-04-17,1,7_18,27,1581
2023-04-17,2,7_18,22,1581
2023-04-17,3,7_18,21,1240
2023-04-17,4,7_18,20,1085
2023-04-17,1,7_19,36,2240
2023-04-17,2,7_19,29,2240
2023-04-17,3,7_19,27,2200
2023-04-17,4,7_19,25,2160
2023-04-17,1,7_20,28,1536
2023-04-17,2,7_20,24,1408
2023-04-17,3,7_20,22,1216
2023-04-17,4,7_20,20,1472
2023-04-17,0,8_1,56,2805
2023-04-17,1,8_1,42,1581
2023-04-17,2,8_1,37,1734
2023-04-17,3,8_1,33,2040
2023-04-17,4,8_1,32,2295
2023-04-17,0,8_2,65,2832
2023-04-17,1,8_2,49,2596
2023-04-17,2,8_2,42,3540
2023-04-17,3,8_2,41,2773
2023-04-17,4,8_2,38,2183
2023-04-17,0,8_3,61,2695
2023-04-17,1,8_3,44,3135
2023-04-17,2,8_3,41,2530
2023-04-17,3,8_3,36,2090
2023-04-17,4,8_3,34,2970
2023-04-17,0,8_4,62,3304
2023-04-17,1,8_4,48,3192
2023-04-17,2,8_4,40,2912
2023-04-17,3,8_4,38,2408
2023-04-17,4,8_4,35,2968
2023-04-17,0,8_5,66,3540
2023-04-17,1,8_5,49,2460
2023-04-17,2,8_5,42,2820
2023-04-17,3,8_5,39,2040
2023-04-17,4,8_5,37,3420
2023-04-17,0,8_6,65,2301
2023-04-17,1,8_6,50,2537
2023-04-17,2,8_6,41,2714
2023-04-17,3,8_6,40,1947
2023-04-17,4,8_6,37,3363
2023-04-17,0,8_7,63,2223
2023-04-17,1,8_7,47,2394
2023-04-17,2,8_7,42,2337
2023-04-17,3,8_7,39,3306
2023-04-17,4,8_7,37,1767
2023-04-17,0,8_8,64,3074
2023-04-17,1,8_8,47,3132
2023-04-17,2,8_8,42,3074
2023-04-17,3,8_8,39,1740
2023-04-17,4,8_8,37,3132
